TIME STAMP,GPU 1 UTIL,GPU 1 SCLK,GPU 1 PWR,GPU 1 TEMP,GPU 1 HOTSPOT TEMP,GPU 1 FAN,GPU 1 VOLTAGE,GPU MEM 1 UTIL,GPU 1 MCLK,GPU 2 UTIL,GPU 2 SCLK,GPU 2 PWR,GPU 2 TEMP,GPU 2 VOLTAGE,GPU MEM 2 UTIL,GPU 2 MCLK,CPU UTIL,SMART SHIFT MAX,CPU FREQUENCY,CPU VOLTAGE,CPU TEMPERATURE,CPU POWER,CPU EDC,CPU TDC,SYSTEM MEM UTIL
N/A,84.69,1499.86,57.76,73.45,78.66,0.00,795.70,9116.63,1874.11,4.97,232.72,20.86,71.56,1133.16,155.94,1600.00,63.07,0.75,2.95,1.14,76.39,15.83,70.89,13.57,18.37
2025-08-08 11:18:17.998,93.000,1741.000,61,63.000,69.000,0.000,800.000,7076.000,1988.000,33.000,200.000,25,63.000,1112.000,131.000,1600.000,71.57,0.000,3.441,1.273,71.540,22.745,90.972,16.688,15.92
2025-08-08 11:18:19.047,93.000,1623.000,61,64.000,70.000,0.000,787.000,7075.000,1988.000,19.000,200.000,21,64.000,1099.000,131.000,1600.000,63.29,0.000,3.256,1.195,69.014,17.748,81.578,16.863,15.92
2025-08-08 11:18:20.009,97.000,1618.000,53,63.000,69.000,0.000,787.000,7075.000,1324.000,32.000,200.000,23,63.000,1099.000,131.000,1600.000,76.02,0.000,2.969,1.101,67.855,14.630,67.140,14.501,15.93
2025-08-08 11:18:21.025,86.000,1760.000,47,63.000,69.000,0.000,787.000,7075.000,1986.000,20.000,400.000,22,65.000,1368.000,131.000,1600.000,46.69,0.000,3.331,1.178,69.541,18.560,79.779,14.726,15.94
2025-08-08 11:18:22.035,96.000,1681.000,63,64.000,70.000,0.000,787.000,7076.000,1988.000,17.000,200.000,28,67.000,1343.000,131.000,1600.000,71.04,0.000,3.642,1.314,76.427,18.196,88.621,14.127,15.95
2025-08-08 11:18:23.062,91.000,1488.000,53,62.000,68.000,0.000,787.000,7141.000,1242.000,15.000,200.000,26,65.000,1125.000,131.000,1600.000,51.92,0.000,3.723,1.316,76.166,25.343,95.221,16.671,15.96
2025-08-08 11:18:24.086,86.000,1393.000,63,64.000,70.000,0.000,787.000,7149.000,1312.000,11.000,200.000,28,67.000,1137.000,131.000,1600.000,57.56,0.000,3.252,1.336,76.265,21.534,93.802,17.014,15.96
2025-08-08 11:18:25.089,95.000,1622.000,61,64.000,70.000,0.000,787.000,7142.000,1988.000,8.000,200.000,24,64.000,1074.000,131.000,1600.000,64.43,0.000,3.401,1.326,77.225,25.026,95.782,17.077,15.97
2025-08-08 11:18:26.085,94.000,1613.000,57,64.000,69.000,0.000,787.000,7143.000,1424.000,13.000,200.000,22,65.000,1112.000,131.000,1600.000,68.40,0.000,2.920,1.108,69.583,15.325,67.580,16.524,15.97
2025-08-08 11:18:27.080,95.000,1563.000,50,64.000,69.000,0.000,787.000,7145.000,1344.000,19.000,200.000,24,65.000,1131.000,131.000,1600.000,83.33,0.000,3.074,1.106,69.047,15.644,68.768,14.714,16.04
2025-08-08 11:18:28.083,90.000,1901.000,58,64.000,70.000,0.000,850.000,7159.000,1962.000,16.000,200.000,24,65.000,1062.000,131.000,1600.000,74.38,0.000,3.392,1.219,71.575,20.684,84.078,15.954,16.06
2025-08-08 11:18:29.080,92.000,1575.000,54,64.000,69.000,0.000,787.000,7160.000,1988.000,13.000,200.000,24,67.000,1118.000,131.000,1600.000,74.77,0.000,3.180,1.165,70.553,17.969,75.918,15.701,16.08
2025-08-08 11:18:30.087,97.000,467.000,39,64.000,68.000,0.000,787.000,7115.000,1982.000,9.000,400.000,26,67.000,1362.000,131.000,1600.000,76.14,0.000,3.210,1.165,70.456,18.334,75.559,15.039,15.90
2025-08-08 11:18:31.125,88.000,1527.000,59,65.000,71.000,0.000,787.000,7185.000,1988.000,7.000,200.000,28,65.000,1050.000,131.000,1600.000,85.21,0.000,3.453,1.281,76.152,25.123,89.797,17.011,15.91
2025-08-08 11:18:32.117,94.000,1643.000,61,65.000,70.000,0.000,787.000,7188.000,1988.000,8.000,200.000,22,64.000,1106.000,131.000,1600.000,68.14,0.000,3.370,1.199,72.287,20.031,80.676,18.282,15.90
2025-08-08 11:18:33.137,94.000,1648.000,60,66.000,71.000,0.000,787.000,7193.000,1990.000,11.000,200.000,20,65.000,1112.000,131.000,1600.000,66.64,0.000,3.016,1.099,68.805,14.303,66.025,15.314,15.91
2025-08-08 11:18:34.127,91.000,1627.000,62,66.000,71.000,0.000,787.000,7195.000,1990.000,8.000,200.000,19,64.000,1062.000,131.000,1600.000,63.38,0.000,3.047,1.109,68.618,14.588,68.814,13.684,15.92
2025-08-08 11:18:35.158,15.000,296.000,31,64.000,68.000,0.000,762.000,7205.000,1338.000,6.000,400.000,18,60.000,1349.000,131.000,1600.000,55.53,0.000,2.897,1.083,68.059,13.510,63.980,13.209,15.92
2025-08-08 11:18:36.179,94.000,1609.000,61,66.000,71.000,0.000,787.000,7217.000,1988.000,10.000,200.000,20,64.000,1093.000,131.000,1600.000,67.54,0.000,3.102,1.150,70.674,13.668,69.325,12.550,15.92
2025-08-08 11:18:37.202,95.000,1620.000,61,66.000,71.000,0.000,787.000,7216.000,1988.000,13.000,200.000,20,65.000,1074.000,131.000,1600.000,66.24,0.000,3.058,1.142,69.698,15.959,73.067,13.770,15.94
2025-08-08 11:18:38.211,91.000,1683.000,64,66.000,71.000,0.000,787.000,7217.000,1988.000,9.000,200.000,18,63.000,1062.000,131.000,1600.000,58.87,0.000,2.943,1.100,68.269,13.947,67.413,13.131,15.96
2025-08-08 11:18:39.226,95.000,1649.000,63,66.000,71.000,0.000,787.000,7217.000,1990.000,7.000,200.000,18,63.000,1043.000,131.000,1600.000,59.17,0.000,2.808,1.079,67.781,12.695,63.292,12.346,15.96
2025-08-08 11:18:40.273,93.000,1608.000,63,67.000,72.000,0.000,787.000,7221.000,1990.000,6.000,200.000,17,64.000,1074.000,131.000,1600.000,58.84,0.000,2.718,1.069,67.363,12.212,61.906,11.923,15.96
2025-08-08 11:18:41.311,87.000,1713.000,60,67.000,71.000,0.000,806.000,7222.000,1988.000,6.000,200.000,17,64.000,1099.000,131.000,1600.000,59.74,0.000,2.763,1.076,67.587,12.453,62.949,11.664,15.92
2025-08-08 11:18:42.335,97.000,1611.000,63,67.000,72.000,0.000,787.000,7232.000,1990.000,6.000,200.000,18,64.000,1062.000,131.000,1600.000,59.17,0.000,2.807,1.080,67.712,12.874,63.581,11.708,15.93
2025-08-08 11:18:43.376,96.000,1615.000,64,67.000,73.000,0.000,787.000,7224.000,1990.000,5.000,200.000,17,64.000,1062.000,131.000,1600.000,55.31,0.000,2.828,1.073,67.558,12.399,62.449,11.968,15.92
2025-08-08 11:18:44.372,96.000,1553.000,63,67.000,72.000,0.000,787.000,7236.000,1990.000,5.000,200.000,18,64.000,1050.000,131.000,1600.000,59.51,0.000,2.839,1.076,67.644,12.358,63.166,11.709,15.92
2025-08-08 11:18:45.364,32.000,1016.000,59,67.000,71.000,0.000,762.000,7245.000,1990.000,5.000,200.000,17,63.000,1087.000,131.000,1600.000,53.79,0.000,2.860,1.068,67.993,13.209,62.302,11.887,15.93
2025-08-08 11:18:46.413,92.000,1486.000,60,67.000,71.000,0.000,787.000,7242.000,1990.000,10.000,200.000,20,65.000,1099.000,131.000,1600.000,71.60,0.000,2.917,1.129,69.051,12.706,67.233,11.780,15.93
2025-08-08 11:18:47.441,92.000,1633.000,61,67.000,72.000,0.000,787.000,7243.000,1988.000,13.000,200.000,20,64.000,1062.000,131.000,1600.000,67.90,0.000,3.047,1.110,69.380,15.476,69.016,13.390,15.93
2025-08-08 11:18:48.447,97.000,1612.000,62,67.000,72.000,0.000,787.000,7260.000,1988.000,8.000,200.000,18,65.000,1050.000,131.000,1600.000,59.17,0.000,2.955,1.091,68.384,13.961,65.882,13.361,15.92
2025-08-08 11:18:49.474,95.000,1664.000,63,67.000,72.000,0.000,787.000,7309.000,1990.000,6.000,200.000,17,64.000,1068.000,131.000,1600.000,57.60,0.000,2.780,1.067,67.644,12.344,61.629,12.259,15.93
2025-08-08 11:18:50.503,95.000,1531.000,61,67.000,72.000,0.000,787.000,7311.000,1988.000,5.000,200.000,18,65.000,1137.000,131.000,1600.000,62.40,0.000,2.780,1.074,67.834,12.543,62.338,11.895,15.94
2025-08-08 11:18:51.521,97.000,1835.000,67,67.000,73.000,0.000,868.000,7319.000,1988.000,4.000,200.000,21,67.000,1275.000,131.000,1600.000,53.78,0.000,2.905,1.102,68.613,13.732,66.432,12.090,15.86
2025-08-08 11:18:52.562,94.000,1717.000,63,68.000,73.000,0.000,793.000,7315.000,1988.000,7.000,200.000,21,64.000,1087.000,131.000,1600.000,63.92,0.000,2.432,1.159,69.587,16.027,72.962,11.496,15.87
2025-08-08 11:18:53.584,96.000,1671.000,64,67.000,73.000,0.000,787.000,7284.000,1988.000,6.000,200.000,19,65.000,1112.000,131.000,1600.000,58.66,0.000,2.926,1.100,69.026,13.982,65.885,13.606,15.87
2025-08-08 11:18:54.617,92.000,1998.000,58,67.000,73.000,0.000,812.000,7317.000,1988.000,5.000,400.000,20,67.000,1362.000,131.000,1600.000,56.56,0.000,2.885,1.091,68.329,13.065,64.678,12.558,15.88
2025-08-08 11:18:55.606,94.000,1689.000,69,67.000,74.000,0.000,787.000,7318.000,1990.000,4.000,200.000,23,67.000,1099.000,131.000,1600.000,52.59,0.000,3.167,1.239,72.634,17.480,81.100,12.413,15.90
2025-08-08 11:18:56.630,96.000,1521.000,62,67.000,73.000,0.000,787.000,7286.000,1988.000,8.000,200.000,21,65.000,1062.000,131.000,1600.000,63.95,0.000,3.298,1.259,73.613,18.583,84.353,13.723,15.89
2025-08-08 11:18:57.622,95.000,1604.000,63,68.000,72.000,0.000,787.000,7285.000,1988.000,10.000,200.000,19,65.000,1074.000,131.000,1600.000,59.98,0.000,3.010,1.114,69.053,14.369,69.069,13.555,15.88
2025-08-08 11:18:58.623,93.000,1675.000,64,68.000,73.000,0.000,787.000,7285.000,1990.000,10.000,200.000,18,64.000,999.000,131.000,1600.000,59.17,0.000,2.826,1.087,68.250,12.773,64.865,12.788,15.90
2025-08-08 11:18:59.632,96.000,1689.000,64,68.000,73.000,0.000,787.000,7286.000,1988.000,7.000,200.000,17,65.000,1068.000,131.000,1600.000,57.35,0.000,2.730,1.063,67.932,12.358,61.444,12.127,15.87
2025-08-08 11:19:00.646,93.000,1521.000,62,68.000,73.000,0.000,787.000,7285.000,1990.000,6.000,200.000,18,64.000,1050.000,131.000,1600.000,60.34,0.000,2.762,1.075,68.142,12.284,62.167,11.637,15.87
2025-08-08 11:19:01.672,90.000,1406.000,61,68.000,73.000,0.000,787.000,7320.000,1988.000,5.000,200.000,18,65.000,1062.000,131.000,1600.000,66.83,0.000,2.805,1.069,68.241,12.556,61.640,11.686,15.91
2025-08-08 11:19:02.665,87.000,1484.000,58,68.000,73.000,0.000,787.000,7286.000,1988.000,6.000,200.000,18,66.000,1150.000,131.000,1600.000,56.67,0.000,2.975,1.077,68.662,13.926,63.235,12.180,15.90
2025-08-08 11:19:03.697,93.000,1576.000,61,68.000,73.000,0.000,787.000,7287.000,1988.000,10.000,200.000,19,66.000,1118.000,131.000,1600.000,60.86,0.000,2.882,1.103,68.773,13.458,66.199,12.313,15.89
2025-08-08 11:19:04.709,96.000,1522.000,63,69.000,74.000,0.000,762.000,7336.000,1990.000,6.000,200.000,18,65.000,1068.000,131.000,1600.000,59.52,0.000,2.943,1.091,68.720,13.442,65.810,12.495,15.87
2025-08-08 11:19:05.732,97.000,1644.000,63,68.000,74.000,0.000,787.000,7327.000,1988.000,6.000,200.000,17,65.000,1062.000,131.000,1600.000,57.34,0.000,2.841,1.073,68.736,13.142,62.406,12.159,15.86
2025-08-08 11:19:06.736,96.000,1439.000,62,69.000,74.000,0.000,787.000,7321.000,1990.000,5.000,200.000,18,67.000,1043.000,131.000,1600.000,61.20,0.000,2.715,1.055,68.000,11.945,59.817,11.770,15.86
2025-08-08 11:19:07.762,98.000,1562.000,62,68.000,74.000,0.000,787.000,7330.000,1988.000,6.000,200.000,17,65.000,1050.000,131.000,1600.000,57.29,0.000,2.818,1.077,68.538,12.764,62.727,11.702,15.89
2025-08-08 11:19:08.784,97.000,1708.000,63,69.000,74.000,0.000,787.000,7322.000,1988.000,6.000,200.000,17,65.000,1037.000,131.000,1600.000,57.69,0.000,2.732,1.055,68.140,12.182,59.970,11.559,15.89
2025-08-08 11:19:09.836,93.000,1548.000,62,69.000,74.000,0.000,787.000,7330.000,1988.000,5.000,200.000,18,65.000,1043.000,131.000,1600.000,60.61,0.000,2.794,1.067,68.415,12.198,61.524,11.501,15.89
2025-08-08 11:19:10.959,92.000,1625.000,62,69.000,74.000,0.000,787.000,7323.000,1990.000,5.000,200.000,18,65.000,1050.000,131.000,1600.000,58.62,0.000,2.922,1.098,69.271,13.661,65.652,12.007,15.89
2025-08-08 11:19:11.954,93.000,1791.000,56,68.000,73.000,0.000,793.000,7331.000,1988.000,6.000,200.000,19,68.000,1387.000,131.000,1600.000,61.14,0.000,2.797,1.066,68.685,12.726,61.519,11.949,15.91
2025-08-08 11:19:12.979,86.000,1616.000,60,69.000,73.000,0.000,787.000,7396.000,1988.000,6.000,200.000,19,66.000,1087.000,131.000,1600.000,60.29,0.000,2.940,1.134,69.937,15.487,70.190,12.206,15.91
2025-08-08 11:19:13.965,90.000,1514.000,60,69.000,74.000,0.000,787.000,7388.000,1988.000,5.000,200.000,20,66.000,1099.000,131.000,1600.000,65.84,0.000,2.877,1.083,69.039,13.200,63.717,12.479,15.95
2025-08-08 11:19:14.962,92.000,1527.000,61,69.000,74.000,0.000,787.000,7390.000,1988.000,5.000,200.000,19,66.000,1099.000,131.000,1600.000,62.11,0.000,3.040,1.143,70.807,16.019,71.757,13.016,15.96
2025-08-08 11:19:15.970,96.000,1593.000,60,69.000,74.000,0.000,787.000,7389.000,1988.000,5.000,200.000,19,67.000,1062.000,131.000,1600.000,61.78,0.000,2.877,1.075,68.874,12.987,62.730,12.593,15.98
2025-08-08 11:19:16.961,93.000,1631.000,59,69.000,74.000,0.000,787.000,7389.000,1988.000,7.000,200.000,19,66.000,1099.000,131.000,1600.000,68.65,0.000,2.854,1.082,69.102,13.536,63.695,12.443,15.99
2025-08-08 11:19:17.960,97.000,1549.000,60,69.000,74.000,0.000,787.000,7397.000,1988.000,7.000,200.000,20,67.000,1143.000,131.000,1600.000,67.24,0.000,3.032,1.100,69.755,14.833,66.618,12.786,16.00
2025-08-08 11:19:18.901,92.000,1509.000,61,69.000,74.000,0.000,787.000,7389.000,1988.000,7.000,200.000,19,67.000,1099.000,131.000,1600.000,63.89,0.000,3.061,1.100,69.790,14.637,66.378,13.029,15.97
2025-08-08 11:19:19.926,3.000,79.000,22,67.000,70.000,0.000,762.000,7401.000,908.000,5.000,400.000,17,62.000,862.000,131.000,1600.000,36.93,0.000,2.924,1.077,69.340,13.797,63.166,12.935,15.98
2025-08-08 11:19:20.997,76.000,1415.000,41,68.000,71.000,0.000,787.000,7467.000,1978.000,6.000,400.000,20,71.000,1337.000,131.000,1600.000,38.32,0.000,2.254,1.180,72.483,12.327,72.052,12.543,15.98
2025-08-08 11:19:21.956,89.000,1572.000,58,69.000,73.000,0.000,787.000,7459.000,1988.000,11.000,400.000,28,72.000,1324.000,131.000,1600.000,87.04,0.000,2.722,1.258,73.141,17.660,85.180,9.609,16.00
2025-08-08 11:19:22.960,94.000,1622.000,62,69.000,73.000,0.000,787.000,7460.000,1988.000,12.000,400.000,30,71.000,1331.000,131.000,1600.000,83.29,0.000,3.494,1.324,76.558,27.104,100.113,16.368,15.99
2025-08-08 11:19:23.988,94.000,1601.000,52,68.000,73.000,0.000,787.000,7461.000,1342.000,8.000,200.000,26,67.000,1150.000,131.000,1600.000,69.15,0.000,3.675,1.344,77.643,28.090,102.289,18.447,15.99
2025-08-08 11:19:24.978,94.000,1561.000,56,68.000,73.000,0.000,787.000,7461.000,1302.000,12.000,200.000,23,66.000,1125.000,131.000,1600.000,66.39,0.000,3.127,1.157,72.280,16.685,74.758,18.035,16.00
2025-08-08 11:19:25.991,96.000,1583.000,59,69.000,73.000,0.000,787.000,7469.000,1990.000,10.000,200.000,20,68.000,1181.000,131.000,1600.000,66.37,0.000,3.010,1.128,71.025,14.856,70.293,15.194,16.01
2025-08-08 11:19:27.014,90.000,1489.000,61,69.000,74.000,0.000,787.000,7462.000,1986.000,14.000,200.000,21,66.000,1081.000,131.000,1600.000,74.20,0.000,2.953,1.091,70.256,14.323,65.832,13.467,16.00
2025-08-08 11:19:28.022,95.000,1542.000,61,69.000,74.000,0.000,787.000,7463.000,1988.000,9.000,200.000,20,67.000,1099.000,131.000,1600.000,68.85,0.000,3.136,1.119,70.931,15.490,70.140,13.808,15.99
2025-08-08 11:19:29.076,92.000,1637.000,60,69.000,74.000,0.000,787.000,7519.000,1988.000,7.000,200.000,19,67.000,1018.000,131.000,1600.000,66.71,0.000,3.007,1.081,70.203,14.340,64.024,13.393,16.00
2025-08-08 11:19:30.082,92.000,1547.000,63,69.000,74.000,0.000,787.000,7495.000,1990.000,7.000,200.000,18,66.000,1037.000,131.000,1600.000,59.73,0.000,2.947,1.080,69.983,13.682,63.698,13.085,16.00
2025-08-08 11:19:31.127,95.000,1579.000,63,70.000,74.000,0.000,787.000,7495.000,1990.000,6.000,200.000,17,66.000,1024.000,131.000,1600.000,59.40,0.000,2.739,1.043,68.819,11.684,58.323,12.217,15.98
2025-08-08 11:19:32.128,94.000,1570.000,62,69.000,75.000,0.000,787.000,7503.000,1988.000,7.000,200.000,18,65.000,1068.000,131.000,1600.000,63.40,0.000,2.728,1.052,69.134,12.087,59.535,11.651,15.98
2025-08-08 11:19:33.133,97.000,1547.000,62,69.000,75.000,0.000,787.000,7505.000,1988.000,6.000,200.000,18,67.000,1087.000,131.000,1600.000,62.18,0.000,2.805,1.054,69.161,12.472,59.795,11.790,15.98
2025-08-08 11:19:34.123,92.000,1492.000,63,70.000,74.000,0.000,787.000,7500.000,1990.000,6.000,200.000,18,65.000,1012.000,131.000,1600.000,64.72,0.000,2.840,1.063,69.366,12.675,61.260,11.759,15.99
2025-08-08 11:19:35.125,91.000,1456.000,63,69.000,74.000,0.000,787.000,7500.000,1990.000,5.000,200.000,18,66.000,1050.000,131.000,1600.000,62.85,0.000,2.904,1.065,69.526,13.252,61.544,12.016,15.99
2025-08-08 11:19:36.125,93.000,1543.000,63,70.000,75.000,0.000,787.000,7500.000,1990.000,6.000,200.000,18,66.000,1099.000,131.000,1600.000,59.70,0.000,2.862,1.060,69.210,12.739,60.745,12.023,15.98
2025-08-08 11:19:37.129,93.000,1598.000,63,70.000,75.000,0.000,787.000,7501.000,1988.000,7.000,200.000,18,66.000,1074.000,131.000,1600.000,63.03,0.000,2.788,1.062,69.160,12.442,61.006,11.952,15.98
2025-08-08 11:19:38.129,95.000,1559.000,63,70.000,75.000,0.000,787.000,7501.000,1988.000,6.000,200.000,18,65.000,1037.000,131.000,1600.000,60.68,0.000,2.833,1.065,69.275,12.800,61.460,12.049,15.98
2025-08-08 11:19:39.128,96.000,1538.000,63,70.000,75.000,0.000,787.000,7504.000,1988.000,5.000,200.000,17,66.000,1062.000,131.000,1600.000,61.13,0.000,2.787,1.059,68.981,12.483,60.601,11.900,15.99
2025-08-08 11:19:40.131,88.000,1509.000,63,70.000,75.000,0.000,787.000,7504.000,1988.000,5.000,200.000,17,66.000,1062.000,131.000,1600.000,60.59,0.000,2.808,1.062,69.080,12.558,61.142,11.838,15.99
2025-08-08 11:19:41.129,88.000,1526.000,61,70.000,75.000,0.000,787.000,7505.000,1988.000,6.000,200.000,18,66.000,1099.000,131.000,1600.000,63.71,0.000,2.756,1.057,68.927,12.364,60.413,11.725,15.99
2025-08-08 11:19:42.127,88.000,1465.000,61,70.000,75.000,0.000,787.000,7505.000,1988.000,6.000,200.000,18,66.000,1081.000,131.000,1600.000,66.92,0.000,2.871,1.072,69.252,12.827,62.523,11.873,16.00
2025-08-08 11:19:43.130,93.000,1571.000,63,70.000,75.000,0.000,787.000,7504.000,1988.000,6.000,200.000,18,66.000,1074.000,131.000,1600.000,63.99,0.000,2.923,1.073,69.585,13.448,62.664,12.321,16.00
2025-08-08 11:19:44.131,94.000,1545.000,63,70.000,75.000,0.000,787.000,7506.000,1988.000,5.000,200.000,18,66.000,1037.000,131.000,1600.000,61.19,0.000,2.856,1.066,69.421,12.596,61.758,12.288,16.01
2025-08-08 11:19:45.138,86.000,1492.000,63,70.000,75.000,0.000,787.000,7505.000,1988.000,6.000,200.000,17,66.000,1074.000,131.000,1600.000,62.32,0.000,2.810,1.069,69.195,12.334,61.883,11.941,16.02
2025-08-08 11:19:46.128,92.000,1563.000,62,70.000,75.000,0.000,787.000,7551.000,1988.000,6.000,200.000,17,67.000,1062.000,131.000,1600.000,63.02,0.000,2.877,1.066,69.389,12.737,61.558,11.823,16.03
2025-08-08 11:19:47.130,94.000,1557.000,63,70.000,75.000,0.000,787.000,7564.000,1988.000,6.000,200.000,17,66.000,1050.000,131.000,1600.000,61.51,0.000,2.806,1.051,69.068,12.345,59.749,11.861,16.01
2025-08-08 11:19:48.132,93.000,1533.000,63,70.000,75.000,0.000,787.000,7510.000,1990.000,6.000,200.000,17,67.000,1024.000,131.000,1600.000,62.29,0.000,2.751,1.051,69.155,12.119,59.084,11.873,16.01
2025-08-08 11:19:49.132,97.000,1523.000,64,70.000,75.000,0.000,787.000,7510.000,1990.000,5.000,200.000,17,67.000,1050.000,131.000,1600.000,61.76,0.000,2.826,1.058,69.336,12.659,60.135,11.827,16.00
2025-08-08 11:19:50.148,90.000,1524.000,63,71.000,75.000,0.000,787.000,7510.000,1990.000,5.000,200.000,17,66.000,1050.000,131.000,1600.000,61.23,0.000,2.795,1.056,69.304,12.388,60.095,11.827,16.00
2025-08-08 11:19:51.150,92.000,1508.000,62,70.000,75.000,0.000,762.000,7511.000,1988.000,6.000,200.000,17,67.000,1087.000,131.000,1600.000,64.48,0.000,2.828,1.066,69.509,12.574,61.409,11.828,16.00
2025-08-08 11:19:52.176,94.000,1473.000,62,70.000,75.000,0.000,787.000,7526.000,1988.000,7.000,200.000,19,66.000,1068.000,131.000,1600.000,67.77,0.000,2.853,1.061,69.690,12.823,61.021,11.740,16.01
2025-08-08 11:19:53.217,83.000,1416.000,61,70.000,75.000,0.000,787.000,7510.000,1988.000,6.000,200.000,18,68.000,1099.000,131.000,1600.000,63.47,0.000,2.974,1.086,70.259,14.015,64.424,12.588,15.98
2025-08-08 11:19:54.222,93.000,1486.000,64,70.000,76.000,0.000,787.000,7511.000,1988.000,9.000,200.000,18,66.000,1012.000,131.000,1600.000,62.08,0.000,2.916,1.073,69.931,13.334,62.812,12.438,15.94
2025-08-08 11:19:55.244,93.000,1420.000,64,71.000,75.000,0.000,787.000,7511.000,1988.000,10.000,200.000,17,67.000,1006.000,131.000,1600.000,61.84,0.000,2.806,1.051,69.321,12.324,60.852,12.154,15.95
2025-08-08 11:19:56.252,90.000,1377.000,63,70.000,76.000,0.000,787.000,7519.000,1990.000,7.000,200.000,17,67.000,1037.000,131.000,1600.000,61.65,0.000,2.809,1.054,69.266,12.111,61.077,11.793,15.94
2025-08-08 11:19:57.287,97.000,1540.000,64,70.000,76.000,0.000,787.000,7515.000,1988.000,6.000,200.000,17,65.000,987.000,131.000,1600.000,57.07,0.000,2.809,1.051,69.499,12.355,59.603,11.604,15.94
2025-08-08 11:19:58.360,94.000,1585.000,65,70.000,76.000,0.000,787.000,7556.000,1990.000,5.000,200.000,16,67.000,1024.000,131.000,1600.000,52.85,1.000,2.670,1.044,69.196,11.409,58.326,11.551,15.95
2025-08-08 11:19:59.376,88.000,1470.000,64,71.000,76.000,0.000,787.000,7561.000,1986.000,5.000,200.000,16,66.000,1012.000,131.000,1600.000,56.78,1.000,2.483,1.010,68.569,9.934,53.438,10.867,15.94
2025-08-08 11:20:00.373,96.000,1511.000,64,71.000,76.000,0.000,787.000,7528.000,1988.000,5.000,200.000,16,66.000,1037.000,131.000,1600.000,60.79,1.000,2.688,1.034,69.176,11.521,57.115,10.552,15.96
2025-08-08 11:20:01.381,96.000,1385.000,63,71.000,76.000,0.000,787.000,7539.000,1990.000,5.000,200.000,17,67.000,1018.000,131.000,1600.000,62.48,0.000,2.654,1.031,68.957,11.349,56.777,10.960,15.98
2025-08-08 11:20:02.380,97.000,1532.000,63,71.000,76.000,0.000,787.000,7547.000,1988.000,5.000,200.000,17,66.000,1012.000,131.000,1600.000,58.06,0.000,2.774,1.043,69.644,12.235,58.306,11.296,15.96
2025-08-08 11:20:03.383,96.000,1515.000,63,71.000,76.000,0.000,787.000,7582.000,1988.000,6.000,200.000,17,67.000,1074.000,131.000,1600.000,60.23,0.000,2.757,1.045,69.407,11.600,58.349,11.261,15.99
2025-08-08 11:20:04.379,95.000,1439.000,64,71.000,76.000,0.000,787.000,7591.000,1990.000,5.000,200.000,17,67.000,1024.000,131.000,1600.000,62.57,0.000,2.846,1.072,70.371,12.820,61.816,11.554,16.04
2025-08-08 11:20:05.374,93.000,1602.000,64,71.000,76.000,0.000,787.000,7566.000,1990.000,6.000,200.000,16,66.000,1037.000,131.000,1600.000,53.32,1.000,2.761,1.041,69.904,11.905,57.791,11.943,16.02
2025-08-08 11:20:06.383,93.000,1443.000,63,71.000,76.000,0.000,787.000,7575.000,1988.000,5.000,200.000,16,67.000,1018.000,131.000,1600.000,56.30,1.000,2.504,1.016,68.859,10.366,54.508,10.980,16.02
2025-08-08 11:20:07.376,90.000,1547.000,64,71.000,76.000,0.000,787.000,7582.000,1990.000,6.000,200.000,16,65.000,999.000,131.000,1600.000,52.67,1.000,2.655,1.037,69.270,11.146,57.236,10.823,16.02
2025-08-08 11:20:08.377,94.000,1613.000,64,71.000,77.000,0.000,787.000,7587.000,1990.000,5.000,200.000,15,66.000,1006.000,131.000,1600.000,53.02,3.000,2.557,1.019,68.996,10.478,54.463,10.573,16.02
2025-08-08 11:20:09.378,96.000,1549.000,64,71.000,77.000,0.000,787.000,7592.000,1988.000,5.000,200.000,16,67.000,1043.000,131.000,1600.000,54.76,3.000,2.565,1.026,69.123,10.499,55.854,10.368,16.02
2025-08-08 11:20:10.420,95.000,1498.000,64,71.000,77.000,0.000,787.000,7594.000,1988.000,5.000,200.000,16,66.000,1018.000,131.000,1600.000,56.84,1.000,2.593,1.024,69.101,10.774,55.677,10.296,16.01
2025-08-08 11:20:11.443,95.000,1513.000,62,71.000,76.000,0.000,787.000,7594.000,1988.000,7.000,200.000,16,66.000,1062.000,131.000,1600.000,59.15,0.000,2.670,1.027,69.262,11.166,56.483,10.590,16.02
2025-08-08 11:20:12.484,87.000,1603.000,62,71.000,76.000,0.000,787.000,7594.000,1990.000,7.000,200.000,16,67.000,1087.000,131.000,1600.000,55.92,1.000,2.737,1.036,69.241,11.668,57.495,10.781,16.02
2025-08-08 11:20:13.490,95.000,1508.000,64,71.000,76.000,0.000,787.000,7594.000,1988.000,5.000,200.000,16,66.000,1024.000,131.000,1600.000,54.84,1.000,2.605,1.023,69.235,10.904,55.704,10.754,16.02
2025-08-08 11:20:14.545,97.000,1452.000,64,71.000,77.000,0.000,787.000,7570.000,1990.000,5.000,200.000,16,67.000,999.000,131.000,1600.000,55.80,1.000,2.562,1.017,68.922,10.474,54.972,10.515,16.02
2025-08-08 11:20:15.566,93.000,1465.000,63,71.000,77.000,0.000,787.000,7635.000,1988.000,6.000,200.000,16,68.000,1062.000,131.000,1600.000,58.99,1.000,2.644,1.028,69.183,10.933,56.334,10.429,16.05
