TIME STAMP,PROCESS,GRAPHICS API,FPS,AVG FRAME TIME,99th% FPS,MICRO STUTTER,HEAVY STUTTER RATE,FRAME GEN LAG
2025-08-08 11:22:06.757,MafiaTheOldCountry.exe,DX12,40.696,24.573,27.623,11.905,5.189,N/A
2025-08-08 11:22:07.022,MafiaTheOldCountry.exe,DX12,41.665,24.001,28.260,23.810,5.181,N/A
2025-08-08 11:22:07.287,MafiaTheOldCountry.exe,DX12,41.665,24.001,28.260,23.810,5.181,N/A
2025-08-08 11:22:07.535,MafiaTheOldCountry.exe,DX12,41.665,24.001,28.260,23.810,5.181,N/A
2025-08-08 11:22:07.800,MafiaTheOldCountry.exe,DX12,41.665,24.001,28.260,23.810,5.181,N/A
2025-08-08 11:22:08.047,MafiaTheOldCountry.exe,DX12,42.060,23.776,28.260,13.953,4.890,N/A
2025-08-08 11:22:08.310,MafiaTheOldCountry.exe,DX12,42.060,23.776,28.260,13.953,4.890,N/A
2025-08-08 11:22:08.560,MafiaTheOldCountry.exe,DX12,42.060,23.776,28.260,13.953,4.890,N/A
2025-08-08 11:22:08.808,MafiaTheOldCountry.exe,DX12,42.060,23.776,28.260,13.953,4.890,N/A
2025-08-08 11:22:09.073,MafiaTheOldCountry.exe,DX12,41.667,24.000,29.001,28.571,4.905,N/A
2025-08-08 11:22:09.333,MafiaTheOldCountry.exe,DX12,41.667,24.000,29.001,28.571,4.905,N/A
2025-08-08 11:22:09.581,MafiaTheOldCountry.exe,DX12,41.667,24.000,29.001,28.571,4.905,N/A
2025-08-08 11:22:09.962,MafiaTheOldCountry.exe,DX12,41.667,24.000,29.001,28.571,4.905,N/A
2025-08-08 11:22:10.126,MafiaTheOldCountry.exe,DX12,42.000,23.810,30.650,18.605,4.928,N/A
2025-08-08 11:22:10.376,MafiaTheOldCountry.exe,DX12,42.000,23.810,30.650,18.605,4.928,N/A
2025-08-08 11:22:10.625,MafiaTheOldCountry.exe,DX12,42.000,23.810,30.650,18.605,4.928,N/A
2025-08-08 11:22:10.976,MafiaTheOldCountry.exe,DX12,42.000,23.810,30.650,18.605,4.928,N/A
2025-08-08 11:22:11.132,MafiaTheOldCountry.exe,DX12,42.747,23.393,28.401,17.778,4.603,N/A
2025-08-08 11:22:11.379,MafiaTheOldCountry.exe,DX12,42.747,23.393,28.401,17.778,4.603,N/A
2025-08-08 11:22:11.623,MafiaTheOldCountry.exe,DX12,42.747,23.393,28.401,17.778,4.603,N/A
2025-08-08 11:22:11.965,MafiaTheOldCountry.exe,DX12,42.747,23.393,28.401,17.778,4.603,N/A
2025-08-08 11:22:12.127,MafiaTheOldCountry.exe,DX12,43.063,23.222,30.884,14.286,4.140,N/A
2025-08-08 11:22:12.380,MafiaTheOldCountry.exe,DX12,43.063,23.222,30.884,14.286,4.140,N/A
2025-08-08 11:22:12.620,MafiaTheOldCountry.exe,DX12,43.063,23.222,30.884,14.286,4.140,N/A
2025-08-08 11:22:12.959,MafiaTheOldCountry.exe,DX12,43.063,23.222,30.884,14.286,4.140,N/A
2025-08-08 11:22:13.127,MafiaTheOldCountry.exe,DX12,43.131,23.185,30.884,13.636,3.514,N/A
2025-08-08 11:22:13.377,MafiaTheOldCountry.exe,DX12,43.131,23.185,30.884,13.636,3.514,N/A
2025-08-08 11:22:13.619,MafiaTheOldCountry.exe,DX12,43.131,23.185,30.884,13.636,3.514,N/A
2025-08-08 11:22:13.955,MafiaTheOldCountry.exe,DX12,43.131,23.185,30.884,13.636,3.514,N/A
2025-08-08 11:22:14.125,MafiaTheOldCountry.exe,DX12,42.770,23.381,31.566,13.636,3.994,N/A
2025-08-08 11:22:14.376,MafiaTheOldCountry.exe,DX12,42.770,23.381,31.566,13.636,3.994,N/A
2025-08-08 11:22:14.622,MafiaTheOldCountry.exe,DX12,42.770,23.381,31.566,13.636,3.994,N/A
2025-08-08 11:22:14.960,MafiaTheOldCountry.exe,DX12,42.770,23.381,31.566,13.636,3.994,N/A
2025-08-08 11:22:15.123,MafiaTheOldCountry.exe,DX12,42.915,23.302,32.248,9.091,3.498,N/A
2025-08-08 11:22:15.371,MafiaTheOldCountry.exe,DX12,42.915,23.302,32.248,9.091,3.498,N/A
2025-08-08 11:22:15.633,MafiaTheOldCountry.exe,DX12,42.915,23.302,32.248,9.091,3.498,N/A
2025-08-08 11:22:15.965,MafiaTheOldCountry.exe,DX12,42.915,23.302,32.248,9.091,3.498,N/A
2025-08-08 11:22:16.125,MafiaTheOldCountry.exe,DX12,43.271,23.110,30.769,11.364,3.645,N/A
2025-08-08 11:22:16.371,MafiaTheOldCountry.exe,DX12,43.271,23.110,30.769,11.364,3.645,N/A
2025-08-08 11:22:16.617,MafiaTheOldCountry.exe,DX12,43.271,23.110,30.769,11.364,3.645,N/A
2025-08-08 11:22:16.955,MafiaTheOldCountry.exe,DX12,43.271,23.110,30.769,11.364,3.645,N/A
2025-08-08 11:22:17.122,MafiaTheOldCountry.exe,DX12,42.704,23.417,30.769,16.279,3.323,N/A
2025-08-08 11:22:17.377,MafiaTheOldCountry.exe,DX12,42.704,23.417,30.769,16.279,3.323,N/A
2025-08-08 11:22:17.622,MafiaTheOldCountry.exe,DX12,42.704,23.417,30.769,16.279,3.323,N/A
2025-08-08 11:22:17.956,MafiaTheOldCountry.exe,DX12,42.704,23.417,30.769,16.279,3.323,N/A
2025-08-08 11:22:18.125,MafiaTheOldCountry.exe,DX12,42.839,23.343,30.769,4.545,2.992,N/A
2025-08-08 11:22:18.379,MafiaTheOldCountry.exe,DX12,42.839,23.343,30.769,4.545,2.992,N/A
2025-08-08 11:22:18.627,MafiaTheOldCountry.exe,DX12,42.839,23.343,30.769,4.545,2.992,N/A
2025-08-08 11:22:18.961,MafiaTheOldCountry.exe,DX12,42.839,23.343,30.769,4.545,2.992,N/A
2025-08-08 11:22:19.125,MafiaTheOldCountry.exe,DX12,42.445,23.560,28.276,16.279,2.813,N/A
2025-08-08 11:22:19.374,MafiaTheOldCountry.exe,DX12,42.445,23.560,28.276,16.279,2.813,N/A
2025-08-08 11:22:19.632,MafiaTheOldCountry.exe,DX12,42.445,23.560,28.276,16.279,2.813,N/A
2025-08-08 11:22:19.959,MafiaTheOldCountry.exe,DX12,42.489,23.536,30.283,2.326,2.504,N/A
2025-08-08 11:22:20.129,MafiaTheOldCountry.exe,DX12,42.489,23.536,30.283,2.326,2.504,N/A
2025-08-08 11:22:20.371,MafiaTheOldCountry.exe,DX12,42.489,23.536,30.283,2.326,2.504,N/A
2025-08-08 11:22:20.628,MafiaTheOldCountry.exe,DX12,42.489,23.536,30.283,2.326,2.504,N/A
2025-08-08 11:22:20.968,MafiaTheOldCountry.exe,DX12,42.489,23.536,30.283,2.326,2.504,N/A
2025-08-08 11:22:21.129,MafiaTheOldCountry.exe,DX12,42.489,23.536,30.283,2.326,2.504,N/A
2025-08-08 11:22:21.375,MafiaTheOldCountry.exe,DX12,41.990,23.815,29.922,11.905,2.188,N/A
2025-08-08 11:22:21.623,MafiaTheOldCountry.exe,DX12,41.990,23.815,29.922,11.905,2.188,N/A
2025-08-08 11:22:21.950,MafiaTheOldCountry.exe,DX12,41.607,24.034,32.442,0.000,1.721,N/A
2025-08-08 11:22:22.125,MafiaTheOldCountry.exe,DX12,41.607,24.034,32.442,0.000,1.721,N/A
2025-08-08 11:22:22.367,MafiaTheOldCountry.exe,DX12,41.607,24.034,32.442,0.000,1.721,N/A
2025-08-08 11:22:22.626,MafiaTheOldCountry.exe,DX12,41.607,24.034,32.442,0.000,1.721,N/A
2025-08-08 11:22:22.962,MafiaTheOldCountry.exe,DX12,41.521,24.084,29.922,16.667,2.038,N/A
2025-08-08 11:22:23.127,MafiaTheOldCountry.exe,DX12,41.521,24.084,29.922,16.667,2.038,N/A
2025-08-08 11:22:23.373,MafiaTheOldCountry.exe,DX12,41.521,24.084,29.922,16.667,2.038,N/A
2025-08-08 11:22:23.630,MafiaTheOldCountry.exe,DX12,41.521,24.084,29.922,16.667,2.038,N/A
2025-08-08 11:22:23.957,MafiaTheOldCountry.exe,DX12,41.521,24.084,29.922,16.667,2.038,N/A
2025-08-08 11:22:24.125,MafiaTheOldCountry.exe,DX12,41.521,24.084,29.922,16.667,2.038,N/A
2025-08-08 11:22:24.373,MafiaTheOldCountry.exe,DX12,42.060,23.776,28.845,9.091,1.875,N/A
2025-08-08 11:22:24.630,MafiaTheOldCountry.exe,DX12,42.060,23.776,28.845,9.091,1.875,N/A
2025-08-08 11:22:24.964,MafiaTheOldCountry.exe,DX12,43.285,23.103,28.845,13.333,1.869,N/A
2025-08-08 11:22:25.129,MafiaTheOldCountry.exe,DX12,43.285,23.103,28.845,13.333,1.869,N/A
2025-08-08 11:22:25.371,MafiaTheOldCountry.exe,DX12,43.285,23.103,28.845,13.333,1.869,N/A
2025-08-08 11:22:25.622,MafiaTheOldCountry.exe,DX12,43.285,23.103,28.845,13.333,1.869,N/A
2025-08-08 11:22:25.963,MafiaTheOldCountry.exe,DX12,43.285,23.103,28.845,13.333,1.869,N/A
2025-08-08 11:22:26.126,MafiaTheOldCountry.exe,DX12,44.125,22.663,30.874,8.889,1.713,N/A
2025-08-08 11:22:26.380,MafiaTheOldCountry.exe,DX12,44.125,22.663,30.874,8.889,1.713,N/A
2025-08-08 11:22:26.631,MafiaTheOldCountry.exe,DX12,44.125,22.663,30.874,8.889,1.713,N/A
2025-08-08 11:22:26.958,MafiaTheOldCountry.exe,DX12,44.125,22.663,30.874,8.889,1.713,N/A
2025-08-08 11:22:27.127,MafiaTheOldCountry.exe,DX12,44.041,22.706,32.653,6.818,1.555,N/A
2025-08-08 11:22:27.371,MafiaTheOldCountry.exe,DX12,44.041,22.706,32.653,6.818,1.555,N/A
2025-08-08 11:22:27.623,MafiaTheOldCountry.exe,DX12,44.041,22.706,32.653,6.818,1.555,N/A
2025-08-08 11:22:27.946,MafiaTheOldCountry.exe,DX12,44.041,22.706,32.653,6.818,1.555,N/A
2025-08-08 11:22:28.123,MafiaTheOldCountry.exe,DX12,43.942,22.757,31.875,15.556,1.708,N/A
2025-08-08 11:22:28.373,MafiaTheOldCountry.exe,DX12,43.942,22.757,31.875,15.556,1.708,N/A
2025-08-08 11:22:28.625,MafiaTheOldCountry.exe,DX12,43.942,22.757,31.875,15.556,1.708,N/A
2025-08-08 11:22:28.961,MafiaTheOldCountry.exe,DX12,43.942,22.757,31.875,15.556,1.708,N/A
2025-08-08 11:22:29.125,MafiaTheOldCountry.exe,DX12,44.068,22.692,31.875,15.909,1.860,N/A
2025-08-08 11:22:29.368,MafiaTheOldCountry.exe,DX12,44.068,22.692,31.875,15.909,1.860,N/A
2025-08-08 11:22:29.626,MafiaTheOldCountry.exe,DX12,44.068,22.692,31.875,15.909,1.860,N/A
2025-08-08 11:22:29.956,MafiaTheOldCountry.exe,DX12,44.068,22.692,31.875,15.909,1.860,N/A
2025-08-08 11:22:30.124,MafiaTheOldCountry.exe,DX12,43.632,22.919,31.503,22.727,2.016,N/A
2025-08-08 11:22:30.370,MafiaTheOldCountry.exe,DX12,43.632,22.919,31.503,22.727,2.016,N/A
2025-08-08 11:22:30.624,MafiaTheOldCountry.exe,DX12,43.632,22.919,31.503,22.727,2.016,N/A
2025-08-08 11:22:30.977,MafiaTheOldCountry.exe,DX12,43.632,22.919,31.503,22.727,2.016,N/A
2025-08-08 11:22:31.127,MafiaTheOldCountry.exe,DX12,44.375,22.535,31.503,17.391,2.006,N/A
2025-08-08 11:22:31.373,MafiaTheOldCountry.exe,DX12,44.375,22.535,31.503,17.391,2.006,N/A
2025-08-08 11:22:31.626,MafiaTheOldCountry.exe,DX12,44.375,22.535,31.503,17.391,2.006,N/A
2025-08-08 11:22:31.963,MafiaTheOldCountry.exe,DX12,44.375,22.535,31.503,17.391,2.006,N/A
2025-08-08 11:22:32.132,MafiaTheOldCountry.exe,DX12,44.819,22.312,31.503,20.455,2.157,N/A
2025-08-08 11:22:32.375,MafiaTheOldCountry.exe,DX12,44.819,22.312,31.503,20.455,2.157,N/A
2025-08-08 11:22:32.626,MafiaTheOldCountry.exe,DX12,44.819,22.312,31.503,20.455,2.157,N/A
2025-08-08 11:22:32.965,MafiaTheOldCountry.exe,DX12,44.819,22.312,31.503,20.455,2.157,N/A
2025-08-08 11:22:33.130,MafiaTheOldCountry.exe,DX12,46.005,21.737,30.950,8.333,2.752,N/A
2025-08-08 11:22:33.376,MafiaTheOldCountry.exe,DX12,46.005,21.737,30.950,8.333,2.752,N/A
2025-08-08 11:22:33.627,MafiaTheOldCountry.exe,DX12,46.005,21.737,30.950,8.333,2.752,N/A
2025-08-08 11:22:33.957,MafiaTheOldCountry.exe,DX12,46.005,21.737,30.950,8.333,2.752,N/A
2025-08-08 11:22:34.123,MafiaTheOldCountry.exe,DX12,48.369,20.674,32.134,10.000,2.572,N/A
2025-08-08 11:22:34.370,MafiaTheOldCountry.exe,DX12,48.369,20.674,32.134,10.000,2.572,N/A
2025-08-08 11:22:34.623,MafiaTheOldCountry.exe,DX12,48.369,20.674,32.134,10.000,2.572,N/A
2025-08-08 11:22:34.964,MafiaTheOldCountry.exe,DX12,48.369,20.674,32.134,10.000,2.572,N/A
2025-08-08 11:22:35.128,MafiaTheOldCountry.exe,DX12,48.470,20.631,34.457,14.583,3.298,N/A
2025-08-08 11:22:35.372,MafiaTheOldCountry.exe,DX12,48.470,20.631,34.457,14.583,3.298,N/A
2025-08-08 11:22:35.633,MafiaTheOldCountry.exe,DX12,48.470,20.631,34.457,14.583,3.298,N/A
2025-08-08 11:22:35.969,MafiaTheOldCountry.exe,DX12,48.470,20.631,34.457,14.583,3.298,N/A
2025-08-08 11:22:36.127,MafiaTheOldCountry.exe,DX12,47.947,20.856,34.457,14.583,4.012,N/A
2025-08-08 11:22:36.373,MafiaTheOldCountry.exe,DX12,47.947,20.856,34.457,14.583,4.012,N/A
2025-08-08 11:22:36.627,MafiaTheOldCountry.exe,DX12,47.947,20.856,34.457,14.583,4.012,N/A
2025-08-08 11:22:36.965,MafiaTheOldCountry.exe,DX12,47.947,20.856,34.457,14.583,4.012,N/A
2025-08-08 11:22:37.136,MafiaTheOldCountry.exe,DX12,46.707,21.410,31.379,17.778,4.734,N/A
2025-08-08 11:22:37.373,MafiaTheOldCountry.exe,DX12,46.707,21.410,31.379,17.778,4.734,N/A
2025-08-08 11:22:37.623,MafiaTheOldCountry.exe,DX12,46.707,21.410,31.379,17.778,4.734,N/A
2025-08-08 11:22:37.965,MafiaTheOldCountry.exe,DX12,46.707,21.410,31.379,17.778,4.734,N/A
2025-08-08 11:22:38.124,MafiaTheOldCountry.exe,DX12,46.707,21.410,31.379,17.778,4.734,N/A
2025-08-08 11:22:38.373,MafiaTheOldCountry.exe,DX12,44.751,22.346,28.460,13.953,4.284,N/A
2025-08-08 11:22:38.624,MafiaTheOldCountry.exe,DX12,44.751,22.346,28.460,13.953,4.284,N/A
2025-08-08 11:22:38.978,MafiaTheOldCountry.exe,DX12,44.751,22.346,28.460,13.953,4.284,N/A
2025-08-08 11:22:39.125,MafiaTheOldCountry.exe,DX12,44.751,22.346,28.460,13.953,4.284,N/A
2025-08-08 11:22:39.374,MafiaTheOldCountry.exe,DX12,45.514,21.971,28.460,8.000,4.246,N/A
2025-08-08 11:22:39.626,MafiaTheOldCountry.exe,DX12,45.514,21.971,28.460,8.000,4.246,N/A
2025-08-08 11:22:39.966,MafiaTheOldCountry.exe,DX12,45.514,21.971,28.460,8.000,4.246,N/A
2025-08-08 11:22:40.125,MafiaTheOldCountry.exe,DX12,45.514,21.971,28.460,8.000,4.246,N/A
2025-08-08 11:22:40.378,MafiaTheOldCountry.exe,DX12,47.833,20.906,34.855,8.163,4.658,N/A
2025-08-08 11:22:40.631,MafiaTheOldCountry.exe,DX12,47.833,20.906,34.855,8.163,4.658,N/A
2025-08-08 11:22:40.977,MafiaTheOldCountry.exe,DX12,47.833,20.906,34.855,8.163,4.658,N/A
2025-08-08 11:22:41.127,MafiaTheOldCountry.exe,DX12,47.833,20.906,34.855,8.163,4.658,N/A
2025-08-08 11:22:41.374,MafiaTheOldCountry.exe,DX12,48.175,20.757,31.967,17.021,4.928,N/A
2025-08-08 11:22:41.626,MafiaTheOldCountry.exe,DX12,48.175,20.757,31.967,17.021,4.928,N/A
2025-08-08 11:22:41.961,MafiaTheOldCountry.exe,DX12,48.175,20.757,31.967,17.021,4.928,N/A
2025-08-08 11:22:42.123,MafiaTheOldCountry.exe,DX12,48.175,20.757,31.967,17.021,4.928,N/A
2025-08-08 11:22:42.376,MafiaTheOldCountry.exe,DX12,47.681,20.973,31.967,12.500,4.467,N/A
2025-08-08 11:22:42.620,MafiaTheOldCountry.exe,DX12,47.681,20.973,31.967,12.500,4.467,N/A
2025-08-08 11:22:42.967,MafiaTheOldCountry.exe,DX12,47.681,20.973,31.967,12.500,4.467,N/A
2025-08-08 11:22:43.125,MafiaTheOldCountry.exe,DX12,47.681,20.973,31.967,12.500,4.467,N/A
2025-08-08 11:22:43.374,MafiaTheOldCountry.exe,DX12,47.976,20.844,34.135,14.286,4.728,N/A
2025-08-08 11:22:43.624,MafiaTheOldCountry.exe,DX12,47.976,20.844,34.135,14.286,4.728,N/A
2025-08-08 11:22:43.967,MafiaTheOldCountry.exe,DX12,47.976,20.844,34.135,14.286,4.728,N/A
2025-08-08 11:22:44.123,MafiaTheOldCountry.exe,DX12,47.976,20.844,34.135,14.286,4.728,N/A
2025-08-08 11:22:44.372,MafiaTheOldCountry.exe,DX12,48.822,20.483,34.790,8.163,4.261,N/A
2025-08-08 11:22:44.620,MafiaTheOldCountry.exe,DX12,48.822,20.483,34.790,8.163,4.261,N/A
2025-08-08 11:22:44.967,MafiaTheOldCountry.exe,DX12,48.822,20.483,34.790,8.163,4.261,N/A
2025-08-08 11:22:45.127,MafiaTheOldCountry.exe,DX12,48.822,20.483,34.790,8.163,4.261,N/A
2025-08-08 11:22:45.372,MafiaTheOldCountry.exe,DX12,48.596,20.578,31.106,31.250,4.102,N/A
2025-08-08 11:22:45.623,MafiaTheOldCountry.exe,DX12,48.596,20.578,31.106,31.250,4.102,N/A
2025-08-08 11:22:45.968,MafiaTheOldCountry.exe,DX12,48.596,20.578,31.106,31.250,4.102,N/A
2025-08-08 11:22:46.123,MafiaTheOldCountry.exe,DX12,48.596,20.578,31.106,31.250,4.102,N/A
2025-08-08 11:22:46.375,MafiaTheOldCountry.exe,DX12,47.826,20.909,31.106,8.333,3.944,N/A
2025-08-08 11:22:46.622,MafiaTheOldCountry.exe,DX12,47.826,20.909,31.106,8.333,3.944,N/A
2025-08-08 11:22:46.954,MafiaTheOldCountry.exe,DX12,47.826,20.909,31.106,8.333,3.944,N/A
2025-08-08 11:22:47.121,MafiaTheOldCountry.exe,DX12,47.826,20.909,31.106,8.333,3.944,N/A
2025-08-08 11:22:47.373,MafiaTheOldCountry.exe,DX12,47.714,20.958,31.106,6.250,3.366,N/A
2025-08-08 11:22:47.624,MafiaTheOldCountry.exe,DX12,47.714,20.958,31.106,6.250,3.366,N/A
2025-08-08 11:22:47.973,MafiaTheOldCountry.exe,DX12,47.714,20.958,31.106,6.250,3.366,N/A
2025-08-08 11:22:48.126,MafiaTheOldCountry.exe,DX12,47.714,20.958,31.106,6.250,3.366,N/A
2025-08-08 11:22:48.373,MafiaTheOldCountry.exe,DX12,48.281,20.712,36.555,8.000,3.221,N/A
2025-08-08 11:22:48.625,MafiaTheOldCountry.exe,DX12,48.281,20.712,36.555,8.000,3.221,N/A
2025-08-08 11:22:48.968,MafiaTheOldCountry.exe,DX12,48.281,20.712,36.555,8.000,3.221,N/A
2025-08-08 11:22:49.127,MafiaTheOldCountry.exe,DX12,49.033,20.395,36.357,10.204,3.086,N/A
2025-08-08 11:22:49.371,MafiaTheOldCountry.exe,DX12,49.033,20.395,36.357,10.204,3.086,N/A
2025-08-08 11:22:49.626,MafiaTheOldCountry.exe,DX12,49.033,20.395,36.357,10.204,3.086,N/A
2025-08-08 11:22:49.965,MafiaTheOldCountry.exe,DX12,49.033,20.395,36.357,10.204,3.086,N/A
2025-08-08 11:22:50.134,MafiaTheOldCountry.exe,DX12,49.033,20.395,36.357,10.204,3.086,N/A
2025-08-08 11:22:50.370,MafiaTheOldCountry.exe,DX12,48.897,20.451,35.535,14.286,3.357,N/A
2025-08-08 11:22:50.620,MafiaTheOldCountry.exe,DX12,48.897,20.451,35.535,14.286,3.357,N/A
2025-08-08 11:22:50.969,MafiaTheOldCountry.exe,DX12,48.897,20.451,35.535,14.286,3.357,N/A
2025-08-08 11:22:51.124,MafiaTheOldCountry.exe,DX12,48.897,20.451,35.535,14.286,3.357,N/A
2025-08-08 11:22:51.375,MafiaTheOldCountry.exe,DX12,48.154,20.767,31.616,19.149,3.641,N/A
2025-08-08 11:22:51.622,MafiaTheOldCountry.exe,DX12,48.154,20.767,31.616,19.149,3.641,N/A
2025-08-08 11:22:51.966,MafiaTheOldCountry.exe,DX12,48.154,20.767,31.616,19.149,3.641,N/A
2025-08-08 11:22:52.131,MafiaTheOldCountry.exe,DX12,47.978,20.843,31.166,16.327,3.621,N/A
2025-08-08 11:22:52.377,MafiaTheOldCountry.exe,DX12,47.978,20.843,31.166,16.327,3.621,N/A
2025-08-08 11:22:52.628,MafiaTheOldCountry.exe,DX12,47.978,20.843,31.166,16.327,3.621,N/A
2025-08-08 11:22:52.971,MafiaTheOldCountry.exe,DX12,47.978,20.843,31.166,16.327,3.621,N/A
2025-08-08 11:22:53.134,MafiaTheOldCountry.exe,DX12,47.978,20.843,31.166,16.327,3.621,N/A
2025-08-08 11:22:53.371,MafiaTheOldCountry.exe,DX12,47.978,20.843,31.166,16.327,3.621,N/A
2025-08-08 11:22:53.622,MafiaTheOldCountry.exe,DX12,48.454,20.638,31.166,8.000,3.591,N/A
2025-08-08 11:22:53.972,MafiaTheOldCountry.exe,DX12,48.454,20.638,31.166,8.000,3.591,N/A
2025-08-08 11:22:54.132,MafiaTheOldCountry.exe,DX12,48.454,20.638,31.166,8.000,3.591,N/A
2025-08-08 11:22:54.376,MafiaTheOldCountry.exe,DX12,47.217,21.179,26.314,18.182,4.172,N/A
2025-08-08 11:22:54.621,MafiaTheOldCountry.exe,DX12,47.217,21.179,26.314,18.182,4.172,N/A
2025-08-08 11:22:54.977,MafiaTheOldCountry.exe,DX12,47.217,21.179,26.314,18.182,4.172,N/A
2025-08-08 11:22:55.131,MafiaTheOldCountry.exe,DX12,47.217,21.179,26.314,18.182,4.172,N/A
2025-08-08 11:22:55.373,MafiaTheOldCountry.exe,DX12,47.125,21.220,26.314,4.082,4.172,N/A
2025-08-08 11:22:55.622,MafiaTheOldCountry.exe,DX12,47.125,21.220,26.314,4.082,4.172,N/A
2025-08-08 11:22:55.963,MafiaTheOldCountry.exe,DX12,47.125,21.220,26.314,4.082,4.172,N/A
2025-08-08 11:22:56.128,MafiaTheOldCountry.exe,DX12,47.125,21.220,26.314,4.082,4.172,N/A
2025-08-08 11:22:56.377,MafiaTheOldCountry.exe,DX12,49.223,20.316,35.963,12.245,4.028,N/A
2025-08-08 11:22:56.619,MafiaTheOldCountry.exe,DX12,49.223,20.316,35.963,12.245,4.028,N/A
2025-08-08 11:22:56.962,MafiaTheOldCountry.exe,DX12,49.223,20.316,35.963,12.245,4.028,N/A
2025-08-08 11:22:57.132,MafiaTheOldCountry.exe,DX12,49.223,20.316,35.963,12.245,4.028,N/A
2025-08-08 11:22:57.376,MafiaTheOldCountry.exe,DX12,47.825,20.909,32.104,16.667,4.172,N/A
2025-08-08 11:22:57.624,MafiaTheOldCountry.exe,DX12,47.825,20.909,32.104,16.667,4.172,N/A
2025-08-08 11:22:57.951,MafiaTheOldCountry.exe,DX12,47.825,20.909,32.104,16.667,4.172,N/A
2025-08-08 11:22:58.132,MafiaTheOldCountry.exe,DX12,47.825,20.909,32.104,16.667,4.172,N/A
2025-08-08 11:22:58.374,MafiaTheOldCountry.exe,DX12,46.161,21.664,30.897,25.000,4.755,N/A
2025-08-08 11:22:58.635,MafiaTheOldCountry.exe,DX12,46.161,21.664,30.897,25.000,4.755,N/A
2025-08-08 11:22:58.962,MafiaTheOldCountry.exe,DX12,46.161,21.664,30.897,25.000,4.755,N/A
2025-08-08 11:22:59.127,MafiaTheOldCountry.exe,DX12,46.161,21.664,30.897,25.000,4.755,N/A
2025-08-08 11:22:59.372,MafiaTheOldCountry.exe,DX12,46.464,21.522,31.949,2.041,4.755,N/A
2025-08-08 11:22:59.622,MafiaTheOldCountry.exe,DX12,46.464,21.522,31.949,2.041,4.755,N/A
2025-08-08 11:22:59.964,MafiaTheOldCountry.exe,DX12,46.464,21.522,31.949,2.041,4.755,N/A
2025-08-08 11:23:00.131,MafiaTheOldCountry.exe,DX12,46.464,21.522,31.949,2.041,4.755,N/A
2025-08-08 11:23:00.373,MafiaTheOldCountry.exe,DX12,50.265,19.895,32.285,12.963,4.716,N/A
2025-08-08 11:23:00.622,MafiaTheOldCountry.exe,DX12,50.265,19.895,32.285,12.963,4.716,N/A
2025-08-08 11:23:00.963,MafiaTheOldCountry.exe,DX12,50.265,19.895,32.285,12.963,4.716,N/A
2025-08-08 11:23:01.129,MafiaTheOldCountry.exe,DX12,50.265,19.895,32.285,12.963,4.716,N/A
2025-08-08 11:23:01.373,MafiaTheOldCountry.exe,DX12,51.558,19.396,33.936,12.000,4.979,N/A
2025-08-08 11:23:01.620,MafiaTheOldCountry.exe,DX12,51.558,19.396,33.936,12.000,4.979,N/A
2025-08-08 11:23:01.960,MafiaTheOldCountry.exe,DX12,51.558,19.396,33.936,12.000,4.979,N/A
2025-08-08 11:23:02.132,MafiaTheOldCountry.exe,DX12,51.558,19.396,33.936,12.000,4.979,N/A
2025-08-08 11:23:02.376,MafiaTheOldCountry.exe,DX12,50.033,19.987,33.936,4.000,4.834,N/A
2025-08-08 11:23:02.618,MafiaTheOldCountry.exe,DX12,50.033,19.987,33.936,4.000,4.834,N/A
2025-08-08 11:23:02.964,MafiaTheOldCountry.exe,DX12,50.033,19.987,33.936,4.000,4.834,N/A
2025-08-08 11:23:03.136,MafiaTheOldCountry.exe,DX12,50.033,19.987,33.936,4.000,4.834,N/A
2025-08-08 11:23:03.381,MafiaTheOldCountry.exe,DX12,47.885,20.883,28.401,16.667,5.540,N/A
2025-08-08 11:23:03.619,MafiaTheOldCountry.exe,DX12,47.885,20.883,28.401,16.667,5.540,N/A
2025-08-08 11:23:03.948,MafiaTheOldCountry.exe,DX12,47.885,20.883,28.401,16.667,5.540,N/A
2025-08-08 11:23:04.130,MafiaTheOldCountry.exe,DX12,47.885,20.883,28.401,16.667,5.540,N/A
2025-08-08 11:23:04.369,MafiaTheOldCountry.exe,DX12,45.018,22.213,18.248,42.500,6.311,N/A
2025-08-08 11:23:04.618,MafiaTheOldCountry.exe,DX12,45.018,22.213,18.248,42.500,6.311,N/A
2025-08-08 11:23:04.932,MafiaTheOldCountry.exe,DX12,45.018,22.213,18.248,42.500,6.311,N/A
2025-08-08 11:23:05.121,MafiaTheOldCountry.exe,DX12,45.018,22.213,18.248,42.500,6.311,N/A
2025-08-08 11:23:05.376,MafiaTheOldCountry.exe,DX12,40.115,24.928,18.248,11.765,9.742,N/A
2025-08-08 11:23:05.630,MafiaTheOldCountry.exe,DX12,39.972,25.018,18.248,8.824,9.900,N/A
2025-08-08 11:23:05.954,MafiaTheOldCountry.exe,DX12,39.972,25.018,18.248,8.824,9.900,N/A
2025-08-08 11:23:06.130,MafiaTheOldCountry.exe,DX12,39.972,25.018,18.248,8.824,9.900,N/A
2025-08-08 11:23:06.383,MafiaTheOldCountry.exe,DX12,37.186,26.892,21.735,8.333,11.354,N/A
2025-08-08 11:23:06.636,MafiaTheOldCountry.exe,DX12,37.186,26.892,21.735,8.333,11.354,N/A
